name;turning-left-and-right;tunnel;zig-zag;triple-slalom;diamonds-with-signals;wormhole-cloud;two-color-tracks;shooting;diamond-lines;n;beware-of-asteroid;shot;ladder;wormhole-demo;yellow-is-not-red;2diamonds-2meteorids;five-diamonds;steal-the-nose;dont-forget-shot;three-steps-forward;turning-right-and-left;on-yellow-to-left;slalom-position-testing;edge-wormholes;diamond-on-right;diamonds-in-meteoroid-cloud;six-diamonds;cross-2;big-slalom;direction-change;bouncing-from-edge;plan-your-shooting;yellow-hint;diamond-path;colorful-flowers;turning-left;chessboard;find-the-path;arrow;turning-right;double-bend;edge-to-edge;one-step-forward;diamond-cross;stairs;direct-flight-ahead;diagonal-diamonds;color-slalom;two-bit-instructions;two-diamonds;red-shooting;diamonds-on-yellow;diagonal-lines;clean-your-path;triple-steps;color-navigation;follow-colors;meteoroids-on-left;collect-diamonds;diamond-ring;maneuvers-on-left;zig-zag-plus;triangle;rectangle;wave;surrounded-diamond;plus;meteoroids-and-wormholes;letter-h;stripes;narrow-passage;big-right-turn;big-left-turn;four-vs;stop-on-red;turning-in-square;double-track;blocked-wormhole;letter-d;yellow-squares;free-column;last-shot;letter-e;belgian-flag;mirror;diamond-in-house;
narrow-passage;13;15;8;12;7;12;17;14;6;18;14;14;13;14;14;14;12;12;14;14;14;7;7;15;14;13;2;32;14;13;8;12;14;14;11;14;6;12;27;14;15;9;14;14;16;8;9;17;20;7;13;5;26;16;17;13;19;22;19;16;8;23;18;11;16;15;15;4;7;11;0;16;19;14;14;22;20;15;10;7;6;13;4;21;30;20;20
big-right-turn;9;13;11;13;13;8;18;10;15;8;9;10;8;9;13;13;12;7;11;10;9;12;14;14;9;7;15;29;6;10;14;10;10;11;19;10;14;8;14;9;8;15;10;5;6;11;21;14;28;12;17;15;29;4;15;19;22;15;10;10;15;11;7;10;13;11;9;16;16;7;16;0;7;6;11;26;13;4;20;13;15;11;16;24;37;15;15
big-left-turn;13;17;15;16;17;12;20;15;15;5;14;14;12;14;14;16;15;11;16;14;14;17;16;15;14;12;18;29;8;14;17;11;14;14;22;13;16;12;11;14;9;18;14;8;9;14;23;17;28;17;19;18;29;8;12;21;21;12;6;10;19;8;6;11;18;15;15;18;19;11;19;7;0;8;15;24;12;7;21;17;18;15;18;22;36;13;13
four-vs;13;17;12;12;14;11;17;14;13;8;12;14;10;13;16;17;12;10;14;14;12;13;14;10;13;10;12;29;1;13;13;7;13;14;16;14;14;11;17;13;5;12;14;9;8;14;20;10;26;13;14;15;26;9;10;17;19;11;10;6;16;12;9;8;11;15;12;13;15;7;14;6;8;0;15;23;9;7;19;14;14;14;14;21;35;17;17
stop-on-red;14;14;10;13;11;13;21;12;12;13;14;12;13;13;7;14;13;13;14;13;14;10;13;21;13;13;14;29;15;3;17;14;4;14;18;13;11;15;22;13;15;15;14;12;11;8;20;10;26;10;16;13;27;12;19;17;20;21;15;16;12;20;14;14;14;15;15;13;14;13;14;11;15;15;0;28;20;10;17;10;12;13;13;22;36;10;10
turning-in-square;31;31;25;28;18;29;26;31;19;25;30;31;29;31;27;29;27;28;30;31;30;18;20;23;31;30;21;32;23;26;24;27;26;28;19;31;20;28;32;31;23;20;31;26;26;25;19;26;18;18;19;18;17;26;18;18;18;28;27;24;21;27;26;28;25;30;30;23;21;27;22;26;24;23;28;0;24;26;19;19;22;31;21;16;25;27;27
double-track;18;19;19;14;19;14;15;18;18;13;18;18;16;18;18;19;14;15;18;17;18;18;19;13;18;16;18;29;8;18;17;12;20;19;22;17;19;17;18;18;10;19;19;13;13;19;21;14;28;18;19;20;30;15;13;21;23;8;14;9;19;15;14;12;14;18;19;19;19;13;20;13;12;9;20;24;0;13;21;19;18;18;18;25;37;20;20
blocked-wormhole;9;13;11;13;14;7;19;9;13;7;10;8;7;9;12;13;12;7;11;9;10;13;14;15;9;6;15;30;7;10;14;8;9;12;20;9;12;7;16;9;8;16;9;5;5;9;21;15;28;13;17;15;30;5;14;20;23;16;9;9;14;13;8;8;16;12;10;15;15;6;15;4;7;7;10;26;13;0;20;13;14;10;14;25;38;16;16
letter-d;21;22;14;18;9;20;12;21;12;21;19;21;19;21;18;20;17;19;22;21;19;9;11;18;21;20;8;32;19;17;16;18;18;20;10;21;12;18;29;21;19;15;21;20;21;15;9;20;17;9;14;9;21;20;21;9;17;25;24;20;11;24;23;19;21;21;21;14;13;18;10;20;21;19;17;19;21;20;0;9;13;21;10;19;28;21;21
yellow-squares;13;15;8;12;2;12;15;13;5;17;13;13;10;13;12;14;10;12;14;13;13;1;6;18;13;13;7;31;14;9;11;11;11;14;12;13;4;12;26;13;14;12;13;14;14;7;12;14;19;1;9;4;22;13;17;10;14;22;19;15;5;23;18;12;17;14;14;8;5;10;7;13;17;14;10;19;19;13;9;0;5;14;6;16;32;16;16
free-column;13;13;8;10;7;11;20;12;4;17;14;12;11;13;12;13;9;11;13;13;14;6;5;18;13;11;6;29;14;11;11;10;12;14;15;13;5;11;25;13;14;11;13;13;14;7;12;14;22;6;10;7;25;15;18;15;18;20;19;14;5;23;17;10;15;14;14;5;3;11;6;15;18;14;12;22;18;14;13;5;0;13;6;20;32;18;18
last-shot;3;4;8;12;14;7;19;3;13;13;4;4;8;3;13;6;11;7;4;5;4;14;14;20;3;6;14;35;14;14;12;12;12;3;21;4;12;7;20;4;14;19;5;10;11;8;21;17;29;14;19;14;32;11;20;22;26;19;15;13;15;17;12;11;18;3;3;13;14;10;13;11;15;14;13;31;18;10;21;14;13;0;14;27;40;19;19
letter-e;14;15;8;14;7;12;16;14;4;19;14;14;12;14;16;16;13;14;14;14;14;6;6;13;14;14;3;31;14;13;8;11;13;15;11;14;3;13;26;14;15;11;14;16;15;8;11;17;20;6;13;4;24;16;17;10;17;22;21;16;7;23;19;12;17;13;14;8;5;11;4;16;18;14;13;21;18;14;10;6;6;14;0;19;31;18;18
belgian-flag;28;28;21;23;14;26;24;28;17;21;26;28;26;28;20;27;23;25;26;28;26;15;18;22;28;27;20;29;21;21;24;24;20;25;16;28;18;25;26;28;21;17;28;24;24;22;20;18;13;15;11;17;14;24;22;13;2;22;21;22;20;23;22;24;23;26;26;20;19;24;21;24;22;21;22;16;25;25;19;16;20;27;19;0;21;17;17
mirror;40;40;35;35;30;39;36;41;32;34;41;42;40;40;33;40;36;38;39;42;41;31;31;35;40;39;29;36;35;35;33;39;33;40;28;41;31;39;38;41;33;30;42;34;37;36;23;32;22;31;23;28;21;38;32;29;21;35;34;36;34;35;34;38;32;40;40;31;32;37;30;37;36;35;36;25;37;38;28;32;32;40;31;21;0;32;32
diamond-in-house;19;20;15;18;16;19;23;20;18;15;19;20;19;20;9;20;16;19;20;20;19;15;18;21;20;19;19;27;17;7;20;19;10;20;18;19;17;20;21;20;18;14;20;16;17;15;22;11;24;15;15;18;25;15;21;17;15;20;17;19;19;18;15;19;17;18;19;18;20;19;20;15;13;17;10;27;20;16;21;16;18;19;18;17;32;0;0
